
==== T = 400 K (history 8, damping 0.40, max_iter 250) ====
  it        free_energy        d_free          rms          max_res     q(Me4N+)   q(Cl)  restarts status conv
  35   -21.285963864372   9.782083e-01   1.559787e-01   1.901446e+00   0.04132 -0.04132      0       0 0
  36   -22.229469641701  -9.435058e-01   7.857032e-02   9.586621e-01   0.44087 -0.44087      0       0 0
  37   -22.253580959710  -2.411132e-02   4.575134e-02   5.591410e-01   0.70464 -0.70464      0       0 0
  38   -22.262207580395  -8.626621e-03   2.426893e-02   2.953540e-01   0.87029 -0.87029      0       0 0
  39   -21.290788857037   9.714187e-01   1.533803e-01   1.870115e+00   0.21977 -0.21977      0       0 0
  40   -22.241909094581  -9.511202e-01   6.389485e-02   7.802275e-01   0.53200 -0.53200      0       0 0
  41   -22.257149624138  -1.524053e-02   3.834459e-02   4.679975e-01   0.74025 -0.74025      0       0 0
  42   -22.262956079433  -5.806455e-03   2.138632e-02   2.597418e-01   0.78239 -0.78239      0       0 0
  43   -22.263761768438  -8.056890e-04   1.792252e-02   2.173968e-01   0.84540 -0.84540      0       0 0
  44   -21.590732136148   6.730296e-01   1.281675e-01   1.562421e+00   0.04674 -0.04674      0       0 0
  45   -22.229616795735  -6.388847e-01   7.823525e-02   9.532436e-01   0.32644 -0.32644      0       0 0
  46   -22.248055520706  -1.843872e-02   5.514688e-02   6.735688e-01   0.69515 -0.69515      0       0 0
  47   -22.262031803707  -1.397628e-02   2.499573e-02   3.048450e-01   0.89066 -0.89066      0       0 0
  48   -21.287631465195   9.744003e-01   1.550676e-01   1.890640e+00  -0.28689  0.28689      0       0 0
  49   -22.198329674996  -9.106982e-01   1.059049e-01   1.286808e+00   0.34708 -0.34708      0       0 0
  50   -22.249285895424  -5.095622e-02   5.336790e-02   6.529477e-01   0.60609 -0.60609      0       0 0
  51   -22.259744170858  -1.045828e-02   3.216587e-02   3.939337e-01   0.77783 -0.77783      0       0 0
  52   -22.263727216319  -3.983045e-03   1.819568e-02   2.220737e-01   0.93478 -0.93478      0       0 0
  53   -21.281298146719   9.824291e-01   1.586730e-01   1.934746e+00  -0.35180  0.35180      0       0 0
  54   -22.191400741708  -9.101026e-01   1.112021e-01   1.351716e+00   0.43280 -0.43280      0       0 0
  55   -22.253401444374  -6.200070e-02   4.630077e-02   5.672285e-01   0.74009 -0.74009      0       0 0
  56   -22.263036692374  -9.635248e-03   2.126189e-02   2.599165e-01   0.92107 -0.92107      0       0 0
  57   -21.283246876947   9.797898e-01   1.575641e-01   1.921039e+00  -0.38999  0.38999      0       0 0
  58   -22.187118720003  -9.038718e-01   1.143347e-01   1.389910e+00   0.36323 -0.36323      0       0 0
  59   -22.250142536160  -6.302382e-02   5.200397e-02   6.368020e-01   0.74487 -0.74487      0       0 0
  60   -22.263121533890  -1.297900e-02   2.088576e-02   2.551370e-01   0.89311 -0.89311      0       0 0
  61   -21.287197470603   9.759241e-01   1.552949e-01   1.893087e+00  -0.26109  0.26109      0       0 0
  62   -22.201832499875  -9.146350e-01   1.035618e-01   1.261045e+00   0.50974 -0.50974      0       0 0
  63   -22.256472706682  -5.464021e-02   4.004666e-02   4.902819e-01   0.80743 -0.80743      0       0 0
  64   -22.265283489484  -8.810783e-03   1.482117e-02   1.802680e-01   0.91444 -0.91444      0       0 0
  65   -21.284294225003   9.809893e-01   1.570029e-01   1.914422e+00  -0.23878  0.23878      0       0 0
  66   -22.204206490778  -9.199123e-01   1.016958e-01   1.238748e+00   0.50088 -0.50088      0       0 0
  67   -22.256123523396  -5.191703e-02   4.077996e-02   4.991374e-01   0.82234 -0.82234      0       0 0
  68   -22.271723268992  -1.559975e-02   3.936949e-03   4.741654e-02   0.84627 -0.84627      0       0 0
  69   -21.532382553559   7.393407e-01   1.332162e-01   1.623529e+00  -0.03881  0.03881      0       0 0
  70   -22.223084316931  -6.907018e-01   8.514643e-02   1.038808e+00   0.53116 -0.53116      0       0 0
  71   -22.257198087031  -3.411377e-02   3.835008e-02   4.688527e-01   0.80292 -0.80292      0       0 0
  72   -22.264628766270  -7.430679e-03   1.576319e-02   1.912836e-01   0.88547 -0.88547      0       0 0
  73   -21.288455449719   9.761733e-01   1.546320e-01   1.885450e+00  -0.13057  0.13057      0       0 0
  74   -22.214822665184  -9.263672e-01   9.275084e-02   1.130556e+00   0.46642 -0.46642      0       0 0
  75   -22.254694220511  -3.987156e-02   4.364465e-02   5.335934e-01   0.78637 -0.78637      0       0 0
  76   -22.263860357641  -9.166137e-03   1.755269e-02   2.132257e-01   0.86747 -0.86747      0       0 0
  77   -21.291377948129   9.724824e-01   1.531436e-01   1.867077e+00  -0.13377  0.13377      0       0 0
  78   -22.214514626465  -9.231367e-01   9.302058e-02   1.133757e+00   0.46270 -0.46270      0       0 0
  79   -22.254529594000  -4.001497e-02   4.395780e-02   5.373132e-01   0.80496 -0.80496      0       0 0
  80   -22.264855542400  -1.032595e-02   1.542317e-02   1.870137e-01   0.87949 -0.87949      0       0 0
  81   -21.289324507817   9.755310e-01   1.541397e-01   1.879465e+00  -0.18432  0.18432      0       0 0
  82   -22.209644267089  -9.203198e-01   9.720630e-02   1.184297e+00   0.45927 -0.45927      0       0 0
  83   -22.254394166737  -4.474990e-02   4.423390e-02   5.407453e-01   0.80736 -0.80736      0       0 0
  84   -22.265228301183  -1.083413e-02   1.490688e-02   1.807624e-01   0.88569 -0.88569      0       0 0
  85   -21.288452054912   9.767762e-01   1.546432e-01   1.885671e+00  -0.19270  0.19270      0       0 0
  86   -22.208822726591  -9.203707e-01   9.789728e-02   1.192678e+00   0.46592 -0.46592      0       0 0
  87   -22.254674148370  -4.585142e-02   4.368682e-02   5.340966e-01   0.80634 -0.80634      0       0 0
  88   -22.265061690269  -1.038754e-02   1.513100e-02   1.835665e-01   0.89224 -0.89224      0       0 0
  89   -21.287536307906   9.775254e-01   1.551750e-01   1.892225e+00  -0.20263  0.20263      0       0 0
  90   -22.207843274428  -9.203070e-01   9.871576e-02   1.202610e+00   0.47036 -0.47036      0       0 0
  91   -22.254862295710  -4.701902e-02   4.331886e-02   5.296548e-01   0.80819 -0.80819      0       0 0
  92   -22.265393370439  -1.053107e-02   1.468604e-02   1.781875e-01   0.89285 -0.89285      0       0 0
  93   -21.287435527897   9.779578e-01   1.552278e-01   1.892834e+00  -0.20271  0.20271      0       0 0
  94   -22.207849278195  -9.204138e-01   9.871764e-02   1.202685e+00   0.47247 -0.47247      0       0 0
  95   -22.254952092283  -4.710281e-02   4.314329e-02   5.275474e-01   0.80892 -0.80892      0       0 0
  96   -22.265551803962  -1.059971e-02   1.447943e-02   1.757055e-01   0.89367 -0.89367      0       0 0
  97   -21.287309907798   9.782419e-01   1.552970e-01   1.893659e+00  -0.20014  0.20014      0       0 0
  98   -22.208117299593  -9.208074e-01   9.850120e-02   1.200116e+00   0.47392 -0.47392      0       0 0
  99   -22.255013712791  -4.689641e-02   4.302260e-02   5.261006e-01   0.80840 -0.80840      0       0 0
 100   -22.265442990141  -1.042928e-02   1.461985e-02   1.774500e-01   0.89431 -0.89431      0       0 0
 101   -21.287214730322   9.782283e-01   1.553500e-01   1.894295e+00  -0.19824  0.19824      0       0 0
 102   -22.208314543169  -9.210998e-01   9.834105e-02   1.198214e+00   0.47440 -0.47440      0       0 0
 103   -22.255035213351  -4.672067e-02   4.298125e-02   5.256133e-01   0.80894 -0.80894      0       0 0
 104   -22.265560014083  -1.052480e-02   1.446794e-02   1.756101e-01   0.89362 -0.89362      0       0 0
 105   -21.287305049269   9.782550e-01   1.552952e-01   1.893603e+00  -0.19665  0.19665      0       0 0
 106   -22.208478687617  -9.211736e-01   9.820771e-02   1.196628e+00   0.47449 -0.47449      0       0 0
 107   -22.255040047647  -4.656136e-02   4.297291e-02   5.255225e-01   0.80936 -0.80936      0       0 0
 108   -22.265655665592  -1.061562e-02   1.434489e-02   1.741146e-01   0.89316 -0.89316      0       0 0
 109   -21.287365980154   9.782897e-01   1.552586e-01   1.893142e+00  -0.19442  0.19442      0       0 0
 110   -22.208705063443  -9.213391e-01   9.802138e-02   1.194395e+00   0.47478 -0.47478      0       0 0
 111   -22.255052075115  -4.634701e-02   4.294933e-02   5.252395e-01   0.80899 -0.80899      0       0 0
 112   -22.265571450244  -1.051938e-02   1.445307e-02   1.754386e-01   0.89323 -0.89323      0       0 0
 113   -21.287355213857   9.782162e-01   1.552648e-01   1.893219e+00  -0.19317  0.19317      0       0 0
 114   -22.208831647098  -9.214764e-01   9.791706e-02   1.193147e+00   0.47478 -0.47478      0       0 0
 115   -22.255052368210  -4.622072e-02   4.294900e-02   5.252378e-01   0.80917 -0.80917      0       0 0
 116   -22.265613327192  -1.056096e-02   1.439922e-02   1.747796e-01   0.89262 -0.89262      0       0 0
 117   -21.287440336766   9.781730e-01   1.552150e-01   1.892603e+00  -0.19234  0.19234      0       0 0
 118   -22.208915774802  -9.214754e-01   9.784805e-02   1.192323e+00   0.47462 -0.47462      0       0 0
 119   -22.255046086263  -4.613031e-02   4.296177e-02   5.253939e-01   0.80941 -0.80941      0       0 0
 120   -22.265668167556  -1.062208e-02   1.432896e-02   1.739179e-01   0.89213 -0.89213      0       0 0
 121   -21.287508332676   9.781598e-01   1.551755e-01   1.892116e+00  -0.19119  0.19119      0       0 0
 122   -22.209032007010  -9.215237e-01   9.775189e-02   1.191169e+00   0.47461 -0.47461      0       0 0
 123   -22.255045548081  -4.601354e-02   4.296273e-02   5.254040e-01   0.80916 -0.80916      0       0 0
 124   -22.265609255105  -1.056371e-02   1.440462e-02   1.748377e-01   0.89208 -0.89208      0       0 0
 125   -21.287517718759   9.780915e-01   1.551707e-01   1.892061e+00  -0.19056  0.19056      0       0 0
 126   -22.209095236379  -9.215775e-01   9.769956e-02   1.190542e+00   0.47450 -0.47450      0       0 0
 127   -22.255040801406  -4.594557e-02   4.297205e-02   5.255159e-01   0.80922 -0.80922      0       0 0
 128   -22.265621847541  -1.058105e-02   1.438854e-02   1.746362e-01   0.89164 -0.89164      0       0 0
 129   -21.287578728248   9.780431e-01   1.551356e-01   1.891629e+00  -0.19020  0.19020      0       0 0
 130   -22.209132336780  -9.215536e-01   9.766916e-02   1.190178e+00   0.47432 -0.47432      0       0 0
 131   -22.255033350293  -4.590101e-02   4.298683e-02   5.256941e-01   0.80937 -0.80937      0       0 0
 132   -22.265656133408  -1.062278e-02   1.434467e-02   1.740950e-01   0.89126 -0.89126      0       0 0
 133   -21.287633845355   9.780223e-01   1.551039e-01   1.891241e+00  -0.18959  0.18959      0       0 0
 134   -22.209193666741  -9.215598e-01   9.761840e-02   1.189569e+00   0.47425 -0.47425      0       0 0
 135   -22.255030129549  -4.583646e-02   4.299304e-02   5.257671e-01   0.80921 -0.80921      0       0 0
 136   -22.265619147438  -1.058902e-02   1.439220e-02   1.746706e-01   0.89116 -0.89116      0       0 0
 137   -21.287648348704   9.779708e-01   1.550961e-01   1.891149e+00  -0.18923  0.18923      0       0 0
 138   -22.209229818924  -9.215815e-01   9.758848e-02   1.189211e+00   0.47414 -0.47414      0       0 0
 139   -22.255025364453  -4.579555e-02   4.300232e-02   5.258780e-01   0.80921 -0.80921      0       0 0
 140   -22.265620009207  -1.059464e-02   1.439118e-02   1.746532e-01   0.89087 -0.89087      0       0 0
 141   -21.287690632746   9.779294e-01   1.550719e-01   1.890854e+00  -0.18903  0.18903      0       0 0
 142   -22.209249958356  -9.215593e-01   9.757204e-02   1.189014e+00   0.47399 -0.47399      0       0 0
 143   -22.255019190467  -4.576923e-02   4.301449e-02   5.260243e-01   0.80931 -0.80931      0       0 0
 144   -22.265642010154  -1.062282e-02   1.436304e-02   1.743047e-01   0.89057 -0.89057      0       0 0
 145   -21.287733166666   9.779088e-01   1.550476e-01   1.890556e+00  -0.18867  0.18867      0       0 0
 146   -22.209286920414  -9.215538e-01   9.754150e-02   1.188648e+00   0.47392 -0.47392      0       0 0
 147   -22.255015835837  -4.572892e-02   4.302098e-02   5.261011e-01   0.80922 -0.80922      0       0 0
 148   -22.265620607824  -1.060477e-02   1.439058e-02   1.746368e-01   0.89046 -0.89046      0       0 0
 149   -21.287749234776   9.778714e-01   1.550388e-01   1.890450e+00  -0.18841  0.18841      0       0 0
 150   -22.209312576086  -9.215633e-01   9.752029e-02   1.188394e+00   0.47383 -0.47383      0       0 0
 151   -22.255012026574  -4.569945e-02   4.302838e-02   5.261893e-01   0.80921 -0.80921      0       0 0
 152   -22.265617145933  -1.060512e-02   1.439510e-02   1.746879e-01   0.89026 -0.89026      0       0 0
 153   -21.287779419385   9.778377e-01   1.550216e-01   1.890241e+00  -0.18827  0.18827      0       0 0
 154   -22.209327638149  -9.215482e-01   9.750798e-02   1.188247e+00   0.47372 -0.47372      0       0 0
 155   -22.255007335426  -4.567970e-02   4.303759e-02   5.262999e-01   0.80927 -0.80927      0       0 0
 156   -22.265630921181  -1.062359e-02   1.437749e-02   1.744690e-01   0.89003 -0.89003      0       0 0
 157   -21.287812266645   9.778187e-01   1.550028e-01   1.890011e+00  -0.18801  0.18801      0       0 0
 158   -22.209353007116  -9.215407e-01   9.748704e-02   1.187996e+00   0.47365 -0.47365      0       0 0
 159   -22.255004378068  -4.565137e-02   4.304332e-02   5.263680e-01   0.80922 -0.80922      0       0 0
 160   -22.265619267702  -1.061489e-02   1.439251e-02   1.746490e-01   0.88992 -0.88992      0       0 0
 161   -21.287828461176   9.777908e-01   1.549938e-01   1.889903e+00  -0.18781  0.18781      0       0 0
 162   -22.209373574618  -9.215451e-01   9.747004e-02   1.187792e+00   0.47358 -0.47358      0       0 0
 163   -22.255001422149  -4.562785e-02   4.304906e-02   5.264363e-01   0.80920 -0.80920      0       0 0
 164   -22.265614753167  -1.061333e-02   1.439836e-02   1.747172e-01   0.88976 -0.88976      0       0 0
 165   -21.287851042665   9.777637e-01   1.549810e-01   1.889747e+00  -0.18768  0.18768      0       0 0
 166   -22.209386819143  -9.215358e-01   9.745919e-02   1.187663e+00   0.47350 -0.47350      0       0 0
 167   -22.254997893142  -4.561107e-02   4.305597e-02   5.265191e-01   0.80924 -0.80924      0       0 0
 168   -22.265622923649  -1.062503e-02   1.438792e-02   1.745867e-01   0.88958 -0.88958      0       0 0
 169   -21.287876606711   9.777463e-01   1.549664e-01   1.889568e+00  -0.18749  0.18749      0       0 0
 170   -22.209405684167  -9.215291e-01   9.744362e-02   1.187476e+00   0.47344 -0.47344      0       0 0
 171   -22.254995380074  -4.558970e-02   4.306085e-02   5.265772e-01   0.80921 -0.80921      0       0 0
 172   -22.265616870475  -1.062149e-02   1.439575e-02   1.746795e-01   0.88948 -0.88948      0       0 0
 173   -21.287891961803   9.777249e-01   1.549577e-01   1.889464e+00  -0.18733  0.18733      0       0 0
 174   -22.209422662969  -9.215307e-01   9.742959e-02   1.187308e+00   0.47339 -0.47339      0       0 0
 175   -22.254993042364  -4.557038e-02   4.306538e-02   5.266311e-01   0.80920 -0.80920      0       0 0
 176   -22.265612683503  -1.061964e-02   1.440117e-02   1.747431e-01   0.88936 -0.88936      0       0 0
 177   -21.287909577668   9.777031e-01   1.549478e-01   1.889342e+00  -0.18721  0.18721      0       0 0
 178   -22.209434588658  -9.215250e-01   9.741978e-02   1.187191e+00   0.47332 -0.47332      0       0 0
 179   -22.254990353706  -4.555577e-02   4.307064e-02   5.266940e-01   0.80922 -0.80922      0       0 0
 180   -22.265617170318  -1.062682e-02   1.439545e-02   1.746708e-01   0.88922 -0.88922      0       0 0
 181   -21.287929610327   9.776876e-01   1.549363e-01   1.889203e+00  -0.18706  0.18706      0       0 0
 182   -22.209449204860  -9.215196e-01   9.740772e-02   1.187046e+00   0.47327 -0.47327      0       0 0
 183   -22.254988245628  -4.553904e-02   4.307473e-02   5.267428e-01   0.80921 -0.80921      0       0 0
 184   -22.265614126817  -1.062588e-02   1.439940e-02   1.747168e-01   0.88912 -0.88912      0       0 0
 185   -21.287943519460   9.776706e-01   1.549285e-01   1.889107e+00  -0.18693  0.18693      0       0 0
 186   -22.209463167066  -9.215196e-01   9.739617e-02   1.186908e+00   0.47323 -0.47323      0       0 0
 187   -22.254986356068  -4.552319e-02   4.307840e-02   5.267864e-01   0.80919 -0.80919      0       0 0
 188   -22.265610735714  -1.062438e-02   1.440379e-02   1.747683e-01   0.88902 -0.88902      0       0 0
 189   -21.287957683568   9.776531e-01   1.549204e-01   1.889010e+00  -0.18682  0.18682      0       0 0
 190   -22.209473719840  -9.215160e-01   9.738748e-02   1.186804e+00   0.47318 -0.47318      0       0 0
 191   -22.254984274243  -4.551055e-02   4.308246e-02   5.268350e-01   0.80920 -0.80920      0       0 0
 192   -22.265612932826  -1.062866e-02   1.440101e-02   1.747323e-01   0.88891 -0.88891      0       0 0
 193   -21.287973490160   9.776394e-01   1.549114e-01   1.888900e+00  -0.18671  0.18671      0       0 0
 194   -22.209485313551  -9.215118e-01   9.737791e-02   1.186689e+00   0.47314 -0.47314      0       0 0
 195   -22.254982522159  -4.549721e-02   4.308586e-02   5.268756e-01   0.80920 -0.80920      0       0 0
 196   -22.265611408946  -1.062889e-02   1.440300e-02   1.747547e-01   0.88883 -0.88883      0       0 0
 197   -21.287985683109   9.776257e-01   1.549045e-01   1.888816e+00  -0.18659  0.18659      0       0 0
 198   -22.209496713436  -9.215110e-01   9.736848e-02   1.186576e+00   0.47311 -0.47311      0       0 0
 199   -22.254980973928  -4.548426e-02   4.308886e-02   5.269113e-01   0.80919 -0.80919      0       0 0
 200   -22.265608855088  -1.062788e-02   1.440631e-02   1.747935e-01   0.88875 -0.88875      0       0 0
 201   -21.287997295750   9.776116e-01   1.548979e-01   1.888735e+00  -0.18650  0.18650      0       0 0
 202   -22.209505866364  -9.215086e-01   9.736092e-02   1.186485e+00   0.47307 -0.47307      0       0 0
 203   -22.254979338448  -4.547347e-02   4.309205e-02   5.269494e-01   0.80919 -0.80919      0       0 0
 204   -22.265609718023  -1.063038e-02   1.440523e-02   1.747787e-01   0.88866 -0.88866      0       0 0
 205   -21.288009867234   9.775999e-01   1.548908e-01   1.888648e+00  -0.18641  0.18641      0       0 0
 206   -22.209515216478  -9.215053e-01   9.735320e-02   1.186393e+00   0.47303 -0.47303      0       0 0
 207   -22.254977892952  -4.546268e-02   4.309486e-02   5.269829e-01   0.80919 -0.80919      0       0 0
 208   -22.265608911877  -1.063102e-02   1.440629e-02   1.747901e-01   0.88859 -0.88859      0       0 0
 209   -21.288020319723   9.775886e-01   1.548848e-01   1.888576e+00  -0.18632  0.18632      0       0 0
 210   -22.209524497195  -9.215042e-01   9.734552e-02   1.186301e+00   0.47300 -0.47300      0       0 0
 211   -22.254976616061  -4.545212e-02   4.309734e-02   5.270124e-01   0.80918 -0.80918      0       0 0
 212   -22.265607065149  -1.063045e-02   1.440869e-02   1.748180e-01   0.88852 -0.88852      0       0 0
 213   -21.288029949650   9.775771e-01   1.548794e-01   1.888509e+00  -0.18624  0.18624      0       0 0
 214   -22.209532318100  -9.215024e-01   9.733905e-02   1.186223e+00   0.47297 -0.47297      0       0 0
 215   -22.254975315372  -4.544300e-02   4.309987e-02   5.270425e-01   0.80918 -0.80918      0       0 0
 216   -22.265607208106  -1.063189e-02   1.440853e-02   1.748147e-01   0.88845 -0.88845      0       0 0
 217   -21.288040036112   9.775672e-01   1.548736e-01   1.888439e+00  -0.18617  0.18617      0       0 0
 218   -22.209539953830  -9.214999e-01   9.733274e-02   1.186147e+00   0.47295 -0.47295      0       0 0
 219   -22.254974128602  -4.543417e-02   4.310217e-02   5.270701e-01   0.80918 -0.80918      0       0 0
 220   -22.265606716619  -1.063259e-02   1.440918e-02   1.748215e-01   0.88839 -0.88839      0       0 0
 221   -21.288048867679   9.775578e-01   1.548686e-01   1.888378e+00  -0.18609  0.18609      0       0 0
 222   -22.209547517304  -9.214986e-01   9.732648e-02   1.186072e+00   0.47292 -0.47292      0       0 0
 223   -22.254973072776  -4.542556e-02   4.310422e-02   5.270944e-01   0.80917 -0.80917      0       0 0
 224   -22.265605405452  -1.063233e-02   1.441089e-02   1.748411e-01   0.88834 -0.88834      0       0 0
 225   -21.288056900804   9.775485e-01   1.548641e-01   1.888323e+00  -0.18602  0.18602      0       0 0
 226   -22.209554132508  -9.214972e-01   9.732101e-02   1.186007e+00   0.47290 -0.47290      0       0 0
 227   -22.254972027641  -4.541790e-02   4.310625e-02   5.271187e-01   0.80917 -0.80917      0       0 0
 228   -22.265605198920  -1.063317e-02   1.441117e-02   1.748435e-01   0.88828 -0.88828      0       0 0
 229   -21.288065064387   9.775401e-01   1.548594e-01   1.888266e+00  -0.18596  0.18596      0       0 0
 230   -22.209560424494  -9.214954e-01   9.731581e-02   1.185944e+00   0.47288 -0.47288      0       0 0
 231   -22.254971055517  -4.541063e-02   4.310814e-02   5.271412e-01   0.80917 -0.80917      0       0 0
 232   -22.265604835776  -1.063378e-02   1.441165e-02   1.748484e-01   0.88823 -0.88823      0       0 0
 233   -21.288072460435   9.775324e-01   1.548552e-01   1.888215e+00  -0.18590  0.18590      0       0 0
 234   -22.209566608779  -9.214941e-01   9.731069e-02   1.185883e+00   0.47286 -0.47286      0       0 0
 235   -22.254970181807  -4.540357e-02   4.310984e-02   5.271614e-01   0.80917 -0.80917      0       0 0
 236   -22.265603905018  -1.063372e-02   1.441287e-02   1.748623e-01   0.88818 -0.88818      0       0 0
 237   -21.288079178368   9.775247e-01   1.548514e-01   1.888168e+00  -0.18585  0.18585      0       0 0
 238   -22.209572167147  -9.214930e-01   9.730609e-02   1.185828e+00   0.47284 -0.47284      0       0 0
 239   -22.254969334864  -4.539717e-02   4.311148e-02   5.271810e-01   0.80917 -0.80917      0       0 0
 240   -22.265603558316  -1.063422e-02   1.441333e-02   1.748670e-01   0.88814 -0.88814      0       0 0
 241   -21.288085838061   9.775177e-01   1.548476e-01   1.888122e+00  -0.18579  0.18579      0       0 0
 242   -22.209577382778  -9.214915e-01   9.730177e-02   1.185776e+00   0.47282 -0.47282      0       0 0
 243   -22.254968538743  -4.539116e-02   4.311303e-02   5.271994e-01   0.80917 -0.80917      0       0 0
 244   -22.265603247090  -1.063471e-02   1.441374e-02   1.748712e-01   0.88809 -0.88809      0       0 0
 245   -21.288092001145   9.775112e-01   1.548441e-01   1.888079e+00  -0.18574  0.18574      0       0 0
 246   -22.209582460171  -9.214905e-01   9.729757e-02   1.185726e+00   0.47280 -0.47280      0       0 0
 247   -22.254967815627  -4.538536e-02   4.311443e-02   5.272161e-01   0.80916 -0.80916      0       0 0
 248   -22.265602576630  -1.063476e-02   1.441462e-02   1.748811e-01   0.88805 -0.88805      0       0 0
 249   -21.288097622701   9.775050e-01   1.548409e-01   1.888041e+00  -0.18570  0.18570      0       0 0
 250   -22.209587111298  -9.214895e-01   9.729372e-02   1.185679e+00   0.47279 -0.47279      0       7 0
